"","Species.ID","Length","Gear.Type","Data.Type"
"81","BALIVE","30","pots","Fishery"
"82","BALIVE","20","pots","Fishery"
"83","BALIVE","33.5","pots","Fishery"
"84","BALIVE","24","pots","Fishery"
"85","BALIVE","37","pots","Fishery"
"86","BALIVE","36","pots","Fishery"
"87","BALIVE","25","pots","Fishery"
"88","BALIVE","29","pots","Fishery"
"89","BALIVE","25","pots","Fishery"
"90","BALIVE","25","pots","Fishery"
"91","BALIVE","27","pots","Fishery"
"92","BALIVE","29","pots","Fishery"
"93","BALIVE","31.5","pots","Fishery"
"94","BALIVE","34","pots","Fishery"
"95","BALIVE","35","pots","Fishery"
"96","BALIVE","26.5","pots","Fishery"
"97","BALIVE","31","pots","Fishery"
"98","BALIVE","27","pots","Fishery"
"99","BALIVE","23","pots","Fishery"
"100","BALIVE","33.5","pots","Fishery"
"101","BALIVE","30","pots","Fishery"
"102","BALIVE","27","pots","Fishery"
"103","BALIVE","30","pots","Fishery"
"104","BALIVE","35","pots","Fishery"
"105","BALIVE","29","pots","Fishery"
"106","BALIVE","35","pots","Fishery"
"107","BALIVE","33","pots","Fishery"
"108","BALIVE","28.5","pots","Fishery"
"109","BALIVE","30","pots","Fishery"
"110","BALIVE","42","pots","Fishery"
"111","BALIVE","30.5","pots","Fishery"
"112","BALIVE","26.5","pots","Fishery"
"113","BALIVE","36","pots","Fishery"
"114","BALIVE","37","pots","Fishery"
"115","BALIVE","42.5","pots","Fishery"
"116","BALIVE","28","pots","Fishery"
"117","BALIVE","43.3","pots","Fishery"
"118","BALIVE","25","pots","Fishery"
"119","BALIVE","25","pots","Fishery"
"120","BALIVE","27.5","pots","Fishery"
"121","BALIVE","36","pots","Fishery"
"122","BALIVE","36.5","pots","Fishery"
"123","BALIVE","35.5","pots","Fishery"
"124","BALIVE","30","pots","Fishery"
"125","BALIVE","29","pots","Fishery"
"126","BALIVE","21","pots","Fishery"
"127","BALIVE","29","pots","Fishery"
"128","BALIVE","29","pots","Fishery"
"129","BALIVE","30.5","pots","Fishery"
"130","BALIVE","34.5","pots","Fishery"
"131","BALIVE","36","pots","Fishery"
"132","BALIVE","32.5","pots","Fishery"
"133","BALIVE","35","pots","Fishery"
"134","BALIVE","32","pots","Fishery"
"135","BALIVE","33.5","pots","Fishery"
"136","BALIVE","25","pots","Fishery"
"137","BALIVE","26","pots","Fishery"
"138","BALIVE","36","pots","Fishery"
"139","BALIVE","34","pots","Fishery"
"140","BALIVE","27.7","pots","Fishery"
"141","BALIVE","28.8","pots","Fishery"
"142","BALIVE","35.2","pots","Fishery"
"143","BALIVE","28.9","pots","Fishery"
"144","BALIVE","30.5","pots","Fishery"
"145","BALIVE","31","pots","Fishery"
"146","BALIVE","26","pots","Fishery"
"147","BALIVE","39.5","pots","Fishery"
"148","BALIVE","39","pots","Fishery"
"149","BALIVE","39.4","pots","Fishery"
"150","BALIVE","36.1","pots","Fishery"
"151","BALIVE","34.2","pots","Fishery"
"152","BALIVE","33.6","pots","Fishery"
"153","BALIVE","30.2","pots","Fishery"
"154","BALIVE","28","pots","Fishery"
"155","BALIVE","30.5","pots","Fishery"
"156","BALIVE","24.5","pots","Fishery"
"157","BALIVE","26.4","pots","Fishery"
"158","BALIVE","25.4","pots","Fishery"
"159","BALIVE","24.3","pots","Fishery"
"160","BALIVE","31.8","pots","Fishery"
"161","BALIVE","23.4","pots","Fishery"
"162","BALIVE","29.5","pots","Fishery"
"163","BALIVE","33","pots","Fishery"
"164","BALIVE","33.5","pots","Fishery"
"165","BALIVE","30.3","pots","Fishery"
"166","BALIVE","25.8","pots","Fishery"
"167","BALIVE","32.4","pots","Fishery"
"168","BALIVE","30.9","pots","Fishery"
"169","BALIVE","26.2","pots","Fishery"
"170","BALIVE","27","pots","Fishery"
"171","BALIVE","26.3","pots","Fishery"
"172","BALIVE","27.3","pots","Fishery"
"173","BALIVE","24.4","pots","Fishery"
"174","BALIVE","32.5","pots","Fishery"
"175","BALIVE","29","pots","Fishery"
"176","BALIVE","29.5","pots","Fishery"
"177","BALIVE","34.5","pots","Fishery"
"178","BALIVE","27","pots","Fishery"
"179","BALIVE","29.5","pots","Fishery"
"180","BALIVE","27.5","pots","Fishery"
"181","BALIVE","33.5","pots","Fishery"
"182","BALIVE","30","pots","Fishery"
"183","BALIVE","27.1","pots","Fishery"
"184","BALIVE","33","pots","Fishery"
"185","BALIVE","29.4","pots","Fishery"
"186","BALIVE","29.5","pots","Fishery"
"187","BALIVE","26.1","pots","Fishery"
"188","BALIVE","28.5","pots","Fishery"
"189","BALIVE","27.9","pots","Fishery"
"190","BALIVE","25.8","pots","Fishery"
"191","BALIVE","30","pots","Fishery"
"192","BALIVE","25.5","pots","Fishery"
"193","BALIVE","23.2","pots","Fishery"
"194","BALIVE","28.6","pots","Fishery"
"195","BALIVE","23.6","pots","Fishery"
"196","BALIVE","25.1","pots","Fishery"
"197","BALIVE","22.7","pots","Fishery"
"198","BALIVE","26.1","pots","Fishery"
"199","BALIVE","38.6","pots","Fishery"
"200","BALIVE","40.5","pots","Fishery"
"201","BALIVE","48.8","pots","Fishery"
"202","BALIVE","23.5","pots","Fishery"
"203","BALIVE","38.5","pots","Fishery"
"204","BALIVE","23.3","pots","Fishery"
"205","BALIVE","36.6","lines","Fishery"
"206","BALIVE","24.1","pots","Fishery"
"207","BALIVE","29.6","pots","Fishery"
"208","BALIVE","30.9","pots","Fishery"
"209","BALIVE","38","pots","Fishery"
"210","BALIVE","37.1","pots","Fishery"
"211","BALIVE","39.6","pots","Fishery"
"212","BALIVE","37.5","pots","Fishery"
"213","BALIVE","35.5","pots","Fishery"
"214","BALIVE","29.8","pots","Fishery"
"215","BALIVE","35","pots","Fishery"
"216","BALIVE","30","pots","Fishery"
"217","BALIVE","31.2","pots","Fishery"
"218","BALIVE","26","pots","Fishery"
