"","Species.ID","Length","Gear.Type","Data.Type"
"126","HOLOAD",20.5,"pots","Fishery"
"127","HOLOAD",23.5,"pots","Fishery"
"128","HOLOAD",19,"pots","Fishery"
"129","HOLOAD",19.5,"pots","Fishery"
"130","HOLOAD",18.5,"pots","Fishery"
"131","HOLOAD",19.5,"pots","Fishery"
"132","HOLOAD",22,"pots","Fishery"
"133","HOLOAD",20,"pots","Fishery"
"134","HOLOAD",20,"pots","Fishery"
"135","HOLOAD",21,"pots","Fishery"
"136","HOLOAD",23,"pots","Fishery"
"137","HOLOAD",23.5,"pots","Fishery"
"138","HOLOAD",22,"pots","Fishery"
"139","HOLOAD",21.4,"pots","Fishery"
"140","HOLOAD",22,"pots","Fishery"
"141","HOLOAD",22,"pots","Fishery"
"142","HOLOAD",23,"pots","Fishery"
"143","HOLOAD",22.5,"pots","Fishery"
"144","HOLOAD",25.6,"pots","Fishery"
"145","HOLOAD",19,"pots","Fishery"
"146","HOLOAD",18.5,"pots","Fishery"
"147","HOLOAD",19,"pots","Fishery"
"148","HOLOAD",18,"pots","Fishery"
"149","HOLOAD",18.5,"pots","Fishery"
"150","HOLOAD",21.3,"pots","Fishery"
"151","HOLOAD",20.5,"pots","Fishery"
"152","HOLOAD",19.2,"pots","Fishery"
"153","HOLOAD",20.5,"pots","Fishery"
"154","HOLOAD",17.9,"pots","Fishery"
"155","HOLOAD",19.8,"pots","Fishery"
"156","HOLOAD",25.3,"pots","Fishery"
"157","HOLOAD",18,"pots","Fishery"
"158","HOLOAD",19.5,"pots","Fishery"
"159","HOLOAD",19.8,"pots","Fishery"
"160","HOLOAD",19.5,"pots","Fishery"
"161","HOLOAD",19.3,"pots","Fishery"
"162","HOLOAD",20.1,"pots","Fishery"
"163","HOLOAD",21.5,"pots","Fishery"
"164","HOLOAD",19.5,"pots","Fishery"
"165","HOLOAD",19.5,"pots","Fishery"
"166","HOLOAD",16.5,"pots","Fishery"
"167","HOLOAD",18,"pots","Fishery"
"168","HOLOAD",17.9,"pots","Fishery"
"169","HOLOAD",19.5,"pots","Fishery"
"170","HOLOAD",21.5,"pots","Fishery"
"171","HOLOAD",18.5,"pots","Fishery"
"172","HOLOAD",21.3,"pots","Fishery"
"173","HOLOAD",23.9,"pots","Fishery"
"174","HOLOAD",23.4,"pots","Fishery"
"175","HOLOAD",22.3,"pots","Fishery"
"176","HOLOAD",23.2,"pots","Fishery"
"177","HOLOAD",21.4,"pots","Fishery"
"178","HOLOAD",19.5,"pots","Fishery"
"179","HOLOAD",19.5,"pots","Fishery"
"180","HOLOAD",19.5,"pots","Fishery"
