"","trans_ID","Length","DATATYPE","COMMON_NAME","DIVER","NUMBER","MIN","MAX","AVG","Species.ID"
"63",30,20.9127127678342,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"64",30,24.2944664737231,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"65",30,22.7551004162476,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"66",30,21.6244580715285,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"67",30,22.042383800209,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"68",30,22.4743218829311,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"69",30,22.3271635237227,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"70",30,23.4564814070389,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"71",30,22.0852037131434,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"72",30,22.3474120110562,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"73",30,22.8184084601666,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"74",30,23.6285562783763,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"75",30,23.1938172370072,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"76",30,24.0653303845208,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"77",30,24.7263715827699,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"78",30,22.6028884667031,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"79",30,23.0009610041815,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"80",30,21.6310961639407,"QUAN","doctorfish",NA,25,17,28,22.5,"ACANCH"
"81",31,24,"QUAN","doctorfish",NA,2,24,24,24,"ACANCH"
"82",31,24,"QUAN","doctorfish",NA,2,24,24,24,"ACANCH"
"83",32,18,"QUAN","doctorfish",NA,1,18,18,18,"ACANCH"
"84",33,30,"QUAN","doctorfish",NA,1,30,30,30,"ACANCH"
"85",34,10,"QUAN","doctorfish",NA,1,10,10,10,"ACANCH"
"86",35,18,"QUAN","doctorfish",NA,1,18,18,18,"ACANCH"
"87",36,20,"QUAN","doctorfish",NA,1,20,20,20,"ACANCH"
"88",37,18.4744892059293,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"89",37,18.612494874305,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"90",37,19.0773994115539,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"91",37,19.936903233631,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"92",37,20.273428454469,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"93",37,21.2214159798895,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"94",37,17.3810345698658,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"95",37,17.5235737286457,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"96",37,19.7743090102188,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"97",37,18.0246760536777,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"98",37,18.1375005885762,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"99",37,18.002762779214,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"100",37,20.0049599376927,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"101",37,20.821198164781,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"102",37,19.4230112513754,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"103",37,17.7228352035693,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"104",37,19.3060178944967,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"105",37,20.0652951055216,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"106",37,20.8619686643611,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"107",37,20.2974540931797,"QUAN","doctorfish",NA,20,15,23,19,"ACANCH"
"108",38,22,"QUAN","blue tang",NA,1,22,22,22,"ACANCO"
"109",39,20,"QUAN","blue tang",NA,1,20,20,20,"ACANCO"
"110",40,16,"QUAN","blue tang",NA,1,16,16,16,"ACANCO"
"111",41,18,"QUAN","blue tang",NA,1,18,18,18,"ACANCO"
"112",42,8,"QUAN","blue tang",NA,1,8,8,8,"ACANCO"
"113",43,19.7432674085721,"QUAN","blue tang",NA,7,18,20,19,"ACANCO"
"114",43,18.8370973421261,"QUAN","blue tang",NA,7,18,20,19,"ACANCO"
"115",43,19.8391879531555,"QUAN","blue tang",NA,7,18,20,19,"ACANCO"
"116",43,18.6841403250583,"QUAN","blue tang",NA,7,18,20,19,"ACANCO"
"117",43,18.0866632792167,"QUAN","blue tang",NA,7,18,20,19,"ACANCO"
"118",43,18.8850846244022,"QUAN","blue tang",NA,7,18,20,19,"ACANCO"
"119",43,19.6922947275452,"QUAN","blue tang",NA,7,18,20,19,"ACANCO"
"120",44,16,"QUAN","blue tang",NA,1,16,16,16,"ACANCO"
"121",45,19,"QUAN","blue tang",NA,1,19,19,19,"ACANCO"
"122",46,5,"QUAN","blue tang",NA,1,5,5,5,"ACANCO"
"123",47,14,"QUAN","blue tang",NA,1,14,14,14,"ACANCO"
"124",48,12,"QUAN","blue tang",NA,2,12,12,12,"ACANCO"
"125",48,12,"QUAN","blue tang",NA,2,12,12,12,"ACANCO"
"126",49,20,"QUAN","blue tang",NA,1,20,20,20,"ACANCO"
"127",50,25,"QUAN","blue tang",NA,1,25,25,25,"ACANCO"
"128",51,14,"QUAN","blue tang",NA,1,14,14,14,"ACANCO"
"129",52,15,"QUAN","blue tang",NA,1,15,15,15,"ACANCO"
"130",53,25,"QUAN","blue tang",NA,1,25,25,25,"ACANCO"
"131",54,16.2725733322238,"QUAN","blue tang",NA,4,15,18,16.5,"ACANCO"
"132",54,15.4692720396916,"QUAN","blue tang",NA,4,15,18,16.5,"ACANCO"
"133",54,16.2442992417206,"QUAN","blue tang",NA,4,15,18,16.5,"ACANCO"
"134",54,17.0238051276371,"QUAN","blue tang",NA,4,15,18,16.5,"ACANCO"
"135",55,15,"QUAN","blue tang",NA,6,15,15,15,"ACANCO"
"136",55,15,"QUAN","blue tang",NA,6,15,15,15,"ACANCO"
"137",55,15,"QUAN","blue tang",NA,6,15,15,15,"ACANCO"
"138",55,15,"QUAN","blue tang",NA,6,15,15,15,"ACANCO"
"139",55,15,"QUAN","blue tang",NA,6,15,15,15,"ACANCO"
"140",55,15,"QUAN","blue tang",NA,6,15,15,15,"ACANCO"
"141",56,12.7893308010227,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"142",56,13.0639452384225,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"143",56,14.1544102341133,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"144",56,13.6213365084342,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"145",56,13.947799530178,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"146",56,13.7586088284099,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"147",56,13.4575569053437,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"148",56,12.0274190451244,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"149",56,12.0447982744945,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"150",56,12.326364286679,"QUAN","blue tang",NA,10,12,15,13.5,"ACANCO"
"151",57,10,"QUAN","blue tang",NA,1,10,10,10,"ACANCO"
"152",58,12,"QUAN","blue tang",NA,1,12,12,12,"ACANCO"
"153",59,18,"QUAN","blue tang",NA,2,18,18,18,"ACANCO"
"154",59,18,"QUAN","blue tang",NA,2,18,18,18,"ACANCO"
"155",60,10,"QUAN","blue tang",NA,1,10,10,10,"ACANCO"
"156",61,20,"QUAN","blue tang",NA,1,20,20,20,"ACANCO"
"157",62,25,"QUAN","blue tang",NA,1,25,25,25,"ACANCO"
"158",63,8,"QUAN","blue tang",NA,1,8,8,8,"ACANCO"
"159",64,25,"QUAN","blue tang",NA,1,25,25,25,"ACANCO"
"160",65,20,"QUAN","blue tang",NA,1,20,20,20,"ACANCO"
"161",66,30,"QUAN","blue tang",NA,5,30,30,30,"ACANCO"
"162",66,30,"QUAN","blue tang",NA,5,30,30,30,"ACANCO"
"163",66,30,"QUAN","blue tang",NA,5,30,30,30,"ACANCO"
"164",66,30,"QUAN","blue tang",NA,5,30,30,30,"ACANCO"
"165",66,30,"QUAN","blue tang",NA,5,30,30,30,"ACANCO"
"166",67,15,"QUAN","blue tang",NA,3,15,15,15,"ACANCO"
"167",67,15,"QUAN","blue tang",NA,3,15,15,15,"ACANCO"
"168",67,15,"QUAN","blue tang",NA,3,15,15,15,"ACANCO"
"169",68,20,"QUAN","blue tang",NA,2,20,22,21,"ACANCO"
"170",68,22,"QUAN","blue tang",NA,2,20,22,21,"ACANCO"
"171",69,30,"QUAN","blue tang",NA,1,30,30,30,"ACANCO"
"172",70,15,"QUAN","blue tang",NA,1,15,15,15,"ACANCO"
"173",71,16,"QUAN","blue tang",NA,1,16,16,16,"ACANCO"
"174",72,18,"QUAN","blue tang",NA,1,18,18,18,"ACANCO"
"175",73,3.2037614970468,"QUAN","blue tang",NA,8,2,4,3,"ACANCO"
"176",73,3.8798539112322,"QUAN","blue tang",NA,8,2,4,3,"ACANCO"
"177",73,2.99781509535387,"QUAN","blue tang",NA,8,2,4,3,"ACANCO"
"178",73,2.29099317779765,"QUAN","blue tang",NA,8,2,4,3,"ACANCO"
"179",73,3.25459372298792,"QUAN","blue tang",NA,8,2,4,3,"ACANCO"
"180",73,2.2959440369159,"QUAN","blue tang",NA,8,2,4,3,"ACANCO"
"181",73,3.35433061793447,"QUAN","blue tang",NA,8,2,4,3,"ACANCO"
"182",73,3.09801331488416,"QUAN","blue tang",NA,8,2,4,3,"ACANCO"
"183",74,2,"QUAN","blue tang",NA,4,2,2,2,"ACANCO"
"184",74,2,"QUAN","blue tang",NA,4,2,2,2,"ACANCO"
"185",74,2,"QUAN","blue tang",NA,4,2,2,2,"ACANCO"
"186",74,2,"QUAN","blue tang",NA,4,2,2,2,"ACANCO"
"187",75,20,"QUAN","blue tang",NA,1,20,20,20,"ACANCO"
"188",76,23,"QUAN","blue tang",NA,2,23,23,23,"ACANCO"
"189",76,23,"QUAN","blue tang",NA,2,23,23,23,"ACANCO"
"190",77,20,"QUAN","blue tang",NA,1,20,20,20,"ACANCO"
"191",78,25,"QUAN","blue tang",NA,1,25,25,25,"ACANCO"
"192",79,24,"QUAN","blue tang",NA,1,24,24,24,"ACANCO"
"193",80,30,"QUAN","blue tang",NA,1,30,30,30,"ACANCO"
"194",81,23,"QUAN","blue tang",NA,1,23,23,23,"ACANCO"
"195",82,20,"QUAN","blue tang",NA,2,20,20,20,"ACANCO"
"196",82,20,"QUAN","blue tang",NA,2,20,20,20,"ACANCO"
"197",83,25,"QUAN","blue tang",NA,1,25,25,25,"ACANCO"
"198",84,21.139738331913,"QUAN","blue tang",NA,4,20,23,21.5,"ACANCO"
"199",84,21.4764501611209,"QUAN","blue tang",NA,4,20,23,21.5,"ACANCO"
"200",84,20.8231106424508,"QUAN","blue tang",NA,4,20,23,21.5,"ACANCO"
"201",84,22.4578985602202,"QUAN","blue tang",NA,4,20,23,21.5,"ACANCO"
"202",85,25,"QUAN","blue tang",NA,1,25,25,25,"ACANCO"
"203",86,22.7215759845461,"QUAN","blue tang",NA,5,20,25,22.5,"ACANCO"
"204",86,22.4670212286619,"QUAN","blue tang",NA,5,20,25,22.5,"ACANCO"
"205",86,22.3658499741257,"QUAN","blue tang",NA,5,20,25,22.5,"ACANCO"
"206",86,21.2113817055074,"QUAN","blue tang",NA,5,20,25,22.5,"ACANCO"
"207",86,23.6022213311272,"QUAN","blue tang",NA,5,20,25,22.5,"ACANCO"
"208",87,26.2449508905797,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"209",87,23.8301438825736,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"210",87,24.8877193193401,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"211",87,26.869370243101,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"212",87,26.1343049606365,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"213",87,26.4250583274594,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"214",87,24.6933019406614,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"215",87,26.1952574322928,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"216",87,27.6316825540019,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"217",87,24.9767339977937,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"218",88,24.7483769173832,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"219",88,24.7349897553247,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"220",88,26.0331306253402,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"221",88,25.2188048511761,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"222",88,25.3819442880217,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"223",88,24.094567569303,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"224",88,24.8978382606383,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"225",88,24.1886966775511,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"226",88,25.059114799134,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"227",88,26.1384788036947,"QUAN","blue tang",NA,10,20,30,25,"ACANCO"
"228",89,15.892164507147,"QUAN","blue tang",NA,5,15,18,16.5,"ACANCO"
"229",89,15.911461294178,"QUAN","blue tang",NA,5,15,18,16.5,"ACANCO"
"230",89,16.3484011455765,"QUAN","blue tang",NA,5,15,18,16.5,"ACANCO"
"231",89,16.5239212218044,"QUAN","blue tang",NA,5,15,18,16.5,"ACANCO"
"232",89,17.9789309269108,"QUAN","blue tang",NA,5,15,18,16.5,"ACANCO"
"233",90,25,"QUAN","blue tang",NA,2,25,25,25,"ACANCO"
"234",90,25,"QUAN","blue tang",NA,2,25,25,25,"ACANCO"
"235",91,21.5628376999232,"QUAN","blue tang",NA,4,20,25,22.5,"ACANCO"
"236",91,21.2263128457201,"QUAN","blue tang",NA,4,20,25,22.5,"ACANCO"
"237",91,22.6819245438926,"QUAN","blue tang",NA,4,20,25,22.5,"ACANCO"
"238",91,23.6638801832089,"QUAN","blue tang",NA,4,20,25,22.5,"ACANCO"
"239",92,14.6772473650053,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"240",92,13.1362795033492,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"241",92,14.6296174624003,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"242",92,13.8941279165447,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"243",92,14.6069503962062,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"244",92,13.5037787859328,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"245",92,13.8253120584413,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"246",92,14.8813390550204,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"247",92,14.234022396151,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"248",92,13.4988259323873,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"249",92,13.1915743779391,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"250",92,13.4236346394755,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"251",92,13.6300022494979,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"252",92,14.1047581341118,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"253",92,13.3215570580214,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"254",92,14.1634225747548,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"255",92,14.4529961389489,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"256",92,13.6780788023025,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"257",92,14.7903605964966,"QUAN","blue tang",NA,19,13,15,14,"ACANCO"
"258",93,4,"QUAN","blue tang",NA,2,4,4,4,"ACANCO"
"259",93,4,"QUAN","blue tang",NA,2,4,4,4,"ACANCO"
"260",94,12,"QUAN","blue tang",NA,1,12,12,12,"ACANCO"
"261",95,15,"QUAN","blue tang",NA,1,15,15,15,"ACANCO"
"262",96,13,"QUAN","blue tang",NA,2,13,13,13,"ACANCO"
"263",96,13,"QUAN","blue tang",NA,2,13,13,13,"ACANCO"
"264",97,14,"QUAN","blue tang",NA,1,14,14,14,"ACANCO"
"265",98,15,"QUAN","blue tang",NA,2,15,15,15,"ACANCO"
"266",98,15,"QUAN","blue tang",NA,2,15,15,15,"ACANCO"
"267",99,16,"QUAN","blue tang",NA,1,16,16,16,"ACANCO"
"268",100,17,"QUAN","blue tang",NA,1,17,17,17,"ACANCO"
"269",101,3.87302512512542,"QUAN","blue tang",NA,7,3,4,3.5,"ACANCO"
"270",101,3.78546095290221,"QUAN","blue tang",NA,7,3,4,3.5,"ACANCO"
"271",101,3.44376625772566,"QUAN","blue tang",NA,7,3,4,3.5,"ACANCO"
"272",101,3.62841749889776,"QUAN","blue tang",NA,7,3,4,3.5,"ACANCO"
"273",101,3.80839352845214,"QUAN","blue tang",NA,7,3,4,3.5,"ACANCO"
"274",101,3.00609424733557,"QUAN","blue tang",NA,7,3,4,3.5,"ACANCO"
"275",101,3.37849087640643,"QUAN","blue tang",NA,7,3,4,3.5,"ACANCO"
"276",102,17.7364688857983,"QUAN","blue tang",NA,4,15,20,17.5,"ACANCO"
"277",102,17.4636113414394,"QUAN","blue tang",NA,4,15,20,17.5,"ACANCO"
"278",102,16.9863295800514,"QUAN","blue tang",NA,4,15,20,17.5,"ACANCO"
"279",102,18.6137290155582,"QUAN","blue tang",NA,4,15,20,17.5,"ACANCO"
"280",103,27.3159000031643,"QUAN","blue tang",NA,4,25,30,27.5,"ACANCO"
"281",103,28.2537349620471,"QUAN","blue tang",NA,4,25,30,27.5,"ACANCO"
"282",103,27.5757092508122,"QUAN","blue tang",NA,4,25,30,27.5,"ACANCO"
"283",103,26.3808437868121,"QUAN","blue tang",NA,4,25,30,27.5,"ACANCO"
"284",104,22,"QUAN","blue tang",NA,1,22,22,22,"ACANCO"
"285",105,27.6746943638695,"QUAN","blue tang",NA,3,25,30,27.5,"ACANCO"
"286",105,28.8670213723308,"QUAN","blue tang",NA,3,25,30,27.5,"ACANCO"
"287",105,27.0985089346439,"QUAN","blue tang",NA,3,25,30,27.5,"ACANCO"
"288",106,30,"QUAN","blue tang",NA,1,30,30,30,"ACANCO"
"289",107,18,"QUAN","blue tang",NA,1,18,18,18,"ACANCO"
"290",108,20,"QUAN","blue tang",NA,1,20,20,20,"ACANCO"
"291",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"292",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"293",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"294",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"295",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"296",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"297",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"298",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"299",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"300",109,15,"QUAN","blue tang",NA,10,15,15,15,"ACANCO"
"301",110,19.8248488660902,"QUAN","blue tang",NA,5,18,20,19,"ACANCO"
"302",110,19.7842890559696,"QUAN","blue tang",NA,5,18,20,19,"ACANCO"
"303",110,19.6023267842829,"QUAN","blue tang",NA,5,18,20,19,"ACANCO"
"304",110,19.7446916820481,"QUAN","blue tang",NA,5,18,20,19,"ACANCO"
"305",110,18.107932601124,"QUAN","blue tang",NA,5,18,20,19,"ACANCO"
"306",111,14.2313836941989,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"307",111,12.3784792909912,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"308",111,14.263621330207,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"309",111,12.9149964021066,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"310",111,13.1553136906866,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"311",111,14.3926834202466,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"312",111,13.569467669319,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"313",111,13.2534541037509,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"314",111,13.2333796707095,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"315",111,12.4850564775761,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"316",111,14.7321870873048,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"317",111,13.6217261295658,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"318",111,14.0001975026228,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"319",111,14.1532365661938,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"320",111,13.9597976617317,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"321",111,13.7511831034691,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"322",111,12.2951003492511,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"323",111,13.0505307067753,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"324",111,12.5476604465025,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"325",111,12.2733719688355,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"326",111,12.5975717754549,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"327",111,13.8896727053327,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"328",111,12.7914088905787,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"329",111,13.4933301626962,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"330",111,12.4407782269335,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"331",111,12.5165519930815,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
"332",111,14.089861143487,"QUAN","blue tang",NA,31,12,15,13.5,"ACANCO"
