"","Species","Site","Assessment","Year","Method","SampleSize","Value","LowerCI","UpperCI","SD","Metric","Flag"
"31","Squirrelfish","All","LBAR",2003,"CatchMSY",1278.24,1.13928113311705,0.971387321916548,1.39491073694197,0.121896632206493,"Catch/MSY",NA
"32","Squirrelfish","All","LBAR",2004,"CatchMSY",1303.413,1.16171754878543,0.990517323367454,1.42238139032556,0.121896632206493,"Catch/MSY",NA
"33","Squirrelfish","All","LBAR",2005,"CatchMSY",1636.591,1.45867540440697,1.24371303398636,1.78597005091579,0.121896632206493,"Catch/MSY",NA
"34","Squirrelfish","All","LBAR",2006,"CatchMSY",1337.212,1.19184222256987,1.01620257816581,1.45926537768154,0.121896632206493,"Catch/MSY",NA
"35","Squirrelfish","All","LBAR",2007,"CatchMSY",450.882,0.401866125189386,0.342643837213964,0.492036036185592,0.121896632206493,"Catch/MSY",NA
"36","Squirrelfish","All","LBAR",2008,"CatchMSY",633.232,0.564392657471191,0.481219126792981,0.691029944122575,0.121896632206493,"Catch/MSY",NA
"37","Squirrelfish","All","LBAR",2009,"CatchMSY",615.086,0.548219328955778,0.467429232607618,0.671227676760774,0.121896632206493,"Catch/MSY",NA
"38","Squirrelfish","All","LBAR",2010,"CatchMSY",893.591,0.796447746137812,0.679076674473284,0.975153085754409,0.121896632206493,"Catch/MSY",NA
"39","Squirrelfish","All","LBAR",2011,"CatchMSY",886.34,0.789985010269562,0.673566340364496,0.967240254241105,0.121896632206493,"Catch/MSY",NA
"40","Squirrelfish","All","LBAR",2012,"CatchMSY",647.288,0.576920614354948,0.491900861206595,0.706368898715184,0.121896632206493,"Catch/MSY",NA
"41","Squirrelfish","All","LBAR",2013,"CatchMSY",229.517552,0.204566448173122,0.174419858688605,0.250466655402302,0.121896632206493,"Catch/MSY",NA
"42","Squirrelfish","All","LBAR",2014,"CatchMSY",649.997336,0.579335415478426,0.493959797432353,0.709325528046439,0.121896632206493,"Catch/MSY",NA
