Year,Month,Length,Length Type,Sex,Special,MPA,FisheryDependent
2015,-999,18.61372902,0,0,0,0,0
2015,-999,27.3159,0,0,0,0,0
2015,-999,28.25373496,0,0,0,0,0
2015,-999,27.57570925,0,0,0,0,0
2015,-999,26.38084379,0,0,0,0,0
2015,-999,22,0,0,0,0,0
2015,-999,27.67469436,0,0,0,0,0
2015,-999,28.86702137,0,0,0,0,0
2015,-999,27.09850893,0,0,0,0,0
2015,-999,30,0,0,0,0,0
2015,-999,18,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,19.82484887,0,0,0,0,0
2015,-999,19.78428906,0,0,0,0,0
2015,-999,19.60232678,0,0,0,0,0
2015,-999,19.74469168,0,0,0,0,0
2015,-999,18.1079326,0,0,0,0,0
2015,-999,14.23138369,0,0,0,0,0
2015,-999,12.37847929,0,0,0,0,0
2015,-999,14.26362133,0,0,0,0,0
2015,-999,12.9149964,0,0,0,0,0
2015,-999,13.15531369,0,0,0,0,0
2015,-999,14.39268342,0,0,0,0,0
2015,-999,13.56946767,0,0,0,0,0
2015,-999,13.2534541,0,0,0,0,0
2015,-999,13.23337967,0,0,0,0,0
2015,-999,12.48505648,0,0,0,0,0
2015,-999,14.73218709,0,0,0,0,0
2015,-999,13.62172613,0,0,0,0,0
2015,-999,14.0001975,0,0,0,0,0
2015,-999,14.15323657,0,0,0,0,0
2015,-999,13.95979766,0,0,0,0,0
2015,-999,13.7511831,0,0,0,0,0
2015,-999,12.29510035,0,0,0,0,0
2015,-999,13.05053071,0,0,0,0,0
2015,-999,12.54766045,0,0,0,0,0
2015,-999,12.27337197,0,0,0,0,0
2015,-999,12.59757178,0,0,0,0,0
2015,-999,13.88967271,0,0,0,0,0
2015,-999,12.79140889,0,0,0,0,0
2015,-999,13.49333016,0,0,0,0,0
2015,-999,12.44077823,0,0,0,0,0
2015,-999,12.51655199,0,0,0,0,0
2015,-999,14.08986114,0,0,0,0,0
2015,-999,12.57624953,0,0,0,0,0
2015,-999,13.51742136,0,0,0,0,0
2015,-999,12.56710963,0,0,0,0,0
2015,-999,13.47284595,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,16.27759569,0,0,0,0,0
2015,-999,18.11812701,0,0,0,0,0
2015,-999,16.4906916,0,0,0,0,0
2015,-999,16.50938339,0,0,0,0,0
2015,-999,18.65695314,0,0,0,0,0
2015,-999,17.83352871,0,0,0,0,0
2015,-999,16.94904643,0,0,0,0,0
2015,-999,18.17182639,0,0,0,0,0
2015,-999,17.59945605,0,0,0,0,0
2015,-999,5,0,0,0,0,0
2015,-999,14.48391624,0,0,0,0,0
2015,-999,13.84303909,0,0,0,0,0
2015,-999,14.16387081,0,0,0,0,0
2015,-999,14.77644385,0,0,0,0,0
2015,-999,13.12670923,0,0,0,0,0
2015,-999,12.97341133,0,0,0,0,0
2015,-999,15.12072963,0,0,0,0,0
2015,-999,15.81784748,0,0,0,0,0
2015,-999,16.5328487,0,0,0,0,0
2015,-999,15.19004971,0,0,0,0,0
2015,-999,14.42013348,0,0,0,0,0
2015,-999,14.49596676,0,0,0,0,0
2015,-999,14.61954337,0,0,0,0,0
2015,-999,13.65514034,0,0,0,0,0
2015,-999,13.66105557,0,0,0,0,0
2015,-999,14.58571585,0,0,0,0,0
2015,-999,14.62541805,0,0,0,0,0
2015,-999,14,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,16,0,0,0,0,0
2015,-999,16,0,0,0,0,0
2015,-999,22,0,0,0,0,0
2015,-999,23,0,0,0,0,0
2015,-999,23,0,0,0,0,0
2015,-999,23,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,24,0,0,0,0,0
2015,-999,21,0,0,0,0,0
2015,-999,12,0,0,0,0,0
2015,-999,12,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,16,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,18,0,0,0,0,0
2015,-999,16,0,0,0,0,0
2015,-999,18,0,0,0,0,0
2015,-999,20.44267662,0,0,0,0,0
2015,-999,21.62258017,0,0,0,0,0
2015,-999,21.22288853,0,0,0,0,0
2015,-999,21.07322193,0,0,0,0,0
2015,-999,19.8186979,0,0,0,0,0
2015,-999,18.18318709,0,0,0,0,0
2015,-999,19.57199731,0,0,0,0,0
2015,-999,19.04944807,0,0,0,0,0
2015,-999,20.97615644,0,0,0,0,0
2015,-999,18.14942375,0,0,0,0,0
2015,-999,18.46409193,0,0,0,0,0
2015,-999,17.31731303,0,0,0,0,0
2015,-999,18.70573607,0,0,0,0,0
2015,-999,17.1102266,0,0,0,0,0
2015,-999,19.60628449,0,0,0,0,0
2015,-999,20.1819401,0,0,0,0,0
2015,-999,19.84007002,0,0,0,0,0
2015,-999,19.13385566,0,0,0,0,0
2015,-999,17.57633232,0,0,0,0,0
2015,-999,17.66547117,0,0,0,0,0
2015,-999,19.09915519,0,0,0,0,0
2015,-999,20.8498657,0,0,0,0,0
2015,-999,19.87333461,0,0,0,0,0
2015,-999,20.6118649,0,0,0,0,0
2015,-999,19.24331595,0,0,0,0,0
2015,-999,17.44588383,0,0,0,0,0
2015,-999,18.24587588,0,0,0,0,0
2015,-999,18.29287642,0,0,0,0,0
2015,-999,18.76991414,0,0,0,0,0
2015,-999,20.01214058,0,0,0,0,0
2015,-999,20.40021265,0,0,0,0,0
2015,-999,17.22789718,0,0,0,0,0
2015,-999,18.67969832,0,0,0,0,0
2015,-999,17.40331956,0,0,0,0,0
2015,-999,18.45084652,0,0,0,0,0
2015,-999,17.7185763,0,0,0,0,0
2015,-999,17.18117295,0,0,0,0,0
2015,-999,17.15309332,0,0,0,0,0
2015,-999,18.56241372,0,0,0,0,0
2015,-999,17.73767987,0,0,0,0,0
2015,-999,18.87201018,0,0,0,0,0
2015,-999,18.33020891,0,0,0,0,0
2015,-999,17.74297454,0,0,0,0,0
2015,-999,17.17204406,0,0,0,0,0
2015,-999,17.86772728,0,0,0,0,0
2015,-999,17.05295556,0,0,0,0,0
2015,-999,17.02238647,0,0,0,0,0
2015,-999,17.73239383,0,0,0,0,0
2015,-999,18.68478797,0,0,0,0,0
2015,-999,18.57513157,0,0,0,0,0
2015,-999,17.97928591,0,0,0,0,0
2015,-999,17.05993291,0,0,0,0,0
2015,-999,17.10563889,0,0,0,0,0
2015,-999,17.56491481,0,0,0,0,0
2015,-999,18.59437414,0,0,0,0,0
2015,-999,18.58578423,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,10,0,0,0,0,0
2015,-999,18,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,6,0,0,0,0,0
2015,-999,25,0,0,0,0,0
2015,-999,30,0,0,0,0,0
2015,-999,18,0,0,0,0,0
2015,-999,16.69031296,0,0,0,0,0
2015,-999,15.93782424,0,0,0,0,0
2015,-999,15.15332181,0,0,0,0,0
2015,-999,14.31003508,0,0,0,0,0
2015,-999,16.43608954,0,0,0,0,0
2015,-999,15.8310585,0,0,0,0,0
2015,-999,16.36147926,0,0,0,0,0
2015,-999,14.87392472,0,0,0,0,0
2015,-999,14.97823187,0,0,0,0,0
2015,-999,14.86334602,0,0,0,0,0
2015,-999,15.01622613,0,0,0,0,0
2015,-999,14.8799448,0,0,0,0,0
2015,-999,14.93335242,0,0,0,0,0
2015,-999,14.79625327,0,0,0,0,0
2015,-999,16.40938147,0,0,0,0,0
2015,-999,14.51641619,0,0,0,0,0
2015,-999,15.26684597,0,0,0,0,0
2015,-999,16.6569639,0,0,0,0,0
2015,-999,16.03423125,0,0,0,0,0
2015,-999,16.37964624,0,0,0,0,0
2015,-999,15.68764714,0,0,0,0,0
2015,-999,15.45342303,0,0,0,0,0
2015,-999,15.00019509,0,0,0,0,0
2015,-999,15.54501297,0,0,0,0,0
2015,-999,15.58016641,0,0,0,0,0
2015,-999,14.94663503,0,0,0,0,0
2015,-999,15.61707966,0,0,0,0,0
2015,-999,15.06890215,0,0,0,0,0
2015,-999,14.47950173,0,0,0,0,0
2015,-999,16.41934195,0,0,0,0,0
2015,-999,16.00609722,0,0,0,0,0
2015,-999,15.81802653,0,0,0,0,0
2015,-999,16.08195328,0,0,0,0,0
2015,-999,14.91777782,0,0,0,0,0
2015,-999,16.75285526,0,0,0,0,0
2015,-999,14.54747062,0,0,0,0,0
2015,-999,16.54306581,0,0,0,0,0
2015,-999,14.05092797,0,0,0,0,0
2015,-999,16.8808754,0,0,0,0,0
2015,-999,16.25593611,0,0,0,0,0
2015,-999,14.05615646,0,0,0,0,0
2015,-999,14.92537983,0,0,0,0,0
2015,-999,15.72311848,0,0,0,0,0
2015,-999,14.70649825,0,0,0,0,0
2015,-999,16.62239102,0,0,0,0,0
2015,-999,15.28860722,0,0,0,0,0
2015,-999,15.23561048,0,0,0,0,0
2015,-999,14.63693189,0,0,0,0,0
2015,-999,16.60240557,0,0,0,0,0
2015,-999,14.3699268,0,0,0,0,0
2015,-999,14.39585061,0,0,0,0,0
2015,-999,15.41387732,0,0,0,0,0
2015,-999,14.63894898,0,0,0,0,0
2015,-999,14.33526095,0,0,0,0,0
2015,-999,16.28423179,0,0,0,0,0
2015,-999,15.19898237,0,0,0,0,0
2015,-999,16.33900914,0,0,0,0,0
2015,-999,15.63227666,0,0,0,0,0
2015,-999,14.64295771,0,0,0,0,0
2015,-999,15.84189432,0,0,0,0,0
2015,-999,16,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,3.339434111,0,0,0,0,0
2015,-999,3.232829084,0,0,0,0,0
2015,-999,4.358366742,0,0,0,0,0
2015,-999,3.617198519,0,0,0,0,0
2015,-999,3.307715293,0,0,0,0,0
2015,-999,3.119454357,0,0,0,0,0
2015,-999,3.807052637,0,0,0,0,0
2015,-999,3.104164798,0,0,0,0,0
2015,-999,4.383800253,0,0,0,0,0
2015,-999,3.55657482,0,0,0,0,0
2015,-999,4.302938477,0,0,0,0,0
2015,-999,4.208720184,0,0,0,0,0
2015,-999,3.241883115,0,0,0,0,0
2015,-999,3.114891875,0,0,0,0,0
2015,-999,4.433435974,0,0,0,0,0
2015,-999,3.952078068,0,0,0,0,0
2015,-999,3.687817963,0,0,0,0,0
2015,-999,4.490701941,0,0,0,0,0
2015,-999,3.517721602,0,0,0,0,0
2015,-999,3.003195173,0,0,0,0,0
2015,-999,4.446648287,0,0,0,0,0
2015,-999,8,0,0,0,0,0
2015,-999,15.99009386,0,0,0,0,0
2015,-999,16.00528275,0,0,0,0,0
2015,-999,15.95943348,0,0,0,0,0
2015,-999,13.864478,0,0,0,0,0
2015,-999,13.92529419,0,0,0,0,0
2015,-999,14.41796187,0,0,0,0,0
2015,-999,15.40871348,0,0,0,0,0
2015,-999,15.08260904,0,0,0,0,0
2015,-999,14.70700797,0,0,0,0,0
2015,-999,15.69685807,0,0,0,0,0
2015,-999,15.67754825,0,0,0,0,0
2015,-999,14.75108303,0,0,0,0,0
2015,-999,14.15847092,0,0,0,0,0
2015,-999,17.09757919,0,0,0,0,0
2015,-999,14.82521026,0,0,0,0,0
2015,-999,15.2994369,0,0,0,0,0
2015,-999,14.7535372,0,0,0,0,0
2015,-999,17.32485057,0,0,0,0,0
2015,-999,13.96230714,0,0,0,0,0
2015,-999,14.41274517,0,0,0,0,0
2015,-999,12.88548743,0,0,0,0,0
2015,-999,13.65110671,0,0,0,0,0
2015,-999,16.36249213,0,0,0,0,0
2015,-999,13.62592239,0,0,0,0,0
2015,-999,13.96360478,0,0,0,0,0
2015,-999,15.82495588,0,0,0,0,0
2015,-999,16.2723168,0,0,0,0,0
2015,-999,15.49065913,0,0,0,0,0
2015,-999,16.06922455,0,0,0,0,0
2015,-999,13.95767566,0,0,0,0,0
2015,-999,15.47714793,0,0,0,0,0
2015,-999,15.07564001,0,0,0,0,0
2015,-999,15.33907034,0,0,0,0,0
2015,-999,15.49492672,0,0,0,0,0
2015,-999,15.39034196,0,0,0,0,0
2015,-999,14.69706229,0,0,0,0,0
2015,-999,16.27859086,0,0,0,0,0
2015,-999,14.68360778,0,0,0,0,0
2015,-999,15.52347906,0,0,0,0,0
2015,-999,15.13537973,0,0,0,0,0
2015,-999,15.28457424,0,0,0,0,0
2015,-999,15.08680068,0,0,0,0,0
2015,-999,13.02451687,0,0,0,0,0
2015,-999,13.56341726,0,0,0,0,0
2015,-999,14.39309738,0,0,0,0,0
2015,-999,15.69011361,0,0,0,0,0
2015,-999,15.74411661,0,0,0,0,0
2015,-999,14.27739297,0,0,0,0,0
2015,-999,15.30700431,0,0,0,0,0
2015,-999,15.5613919,0,0,0,0,0
2015,-999,14.47479426,0,0,0,0,0
2015,-999,14.13722353,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,13,0,0,0,0,0
2015,-999,7.683668516,0,0,0,0,0
2015,-999,7.626695816,0,0,0,0,0
2015,-999,6.203376387,0,0,0,0,0
2015,-999,6.23629024,0,0,0,0,0
2015,-999,18.46708642,0,0,0,0,0
2015,-999,19.37317634,0,0,0,0,0
2015,-999,19.58713925,0,0,0,0,0
2015,-999,19.43049649,0,0,0,0,0
2015,-999,19.22570715,0,0,0,0,0
2015,-999,18.90360776,0,0,0,0,0
2015,-999,18.77223262,0,0,0,0,0
2015,-999,19.9510689,0,0,0,0,0
2015,-999,18,0,0,0,0,0
2015,-999,18,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,25,0,0,0,0,0
2015,-999,23,0,0,0,0,0
2015,-999,25,0,0,0,0,0
2015,-999,25,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,23.21394526,0,0,0,0,0
2015,-999,22.24175427,0,0,0,0,0
2015,-999,22.45749586,0,0,0,0,0
2015,-999,22.15311767,0,0,0,0,0
2015,-999,21.64607371,0,0,0,0,0
2015,-999,21.87357465,0,0,0,0,0
2015,-999,21.62448343,0,0,0,0,0
2015,-999,22.38871116,0,0,0,0,0
2015,-999,22.49450818,0,0,0,0,0
2015,-999,23.42168875,0,0,0,0,0
2015,-999,23.43070526,0,0,0,0,0
2015,-999,20.96287954,0,0,0,0,0
2015,-999,22.77862923,0,0,0,0,0
2015,-999,22.81643482,0,0,0,0,0
2015,-999,17.33808579,0,0,0,0,0
2015,-999,15.89689568,0,0,0,0,0
2015,-999,17.97781308,0,0,0,0,0
2015,-999,17.64992176,0,0,0,0,0
2015,-999,15.12351842,0,0,0,0,0
2015,-999,15.80654757,0,0,0,0,0
2015,-999,16.56732827,0,0,0,0,0
2015,-999,17.75928632,0,0,0,0,0
2015,-999,16.45802448,0,0,0,0,0
2015,-999,18.10058358,0,0,0,0,0
2015,-999,15.95045068,0,0,0,0,0
2015,-999,15.06495261,0,0,0,0,0
2015,-999,15.13697252,0,0,0,0,0
2015,-999,16.63255657,0,0,0,0,0
2015,-999,17.18456511,0,0,0,0,0
2015,-999,17.83229405,0,0,0,0,0
2015,-999,17.12856186,0,0,0,0,0
2015,-999,19.23486607,0,0,0,0,0
2015,-999,18.71244836,0,0,0,0,0
2015,-999,15.09796595,0,0,0,0,0
2015,-999,15.85693212,0,0,0,0,0
2015,-999,16.97321246,0,0,0,0,0
2015,-999,16.12436552,0,0,0,0,0
2015,-999,16.47366958,0,0,0,0,0
2015,-999,17.62883709,0,0,0,0,0
2015,-999,17.8425535,0,0,0,0,0
2015,-999,16.6200782,0,0,0,0,0
2015,-999,17.70573598,0,0,0,0,0
2015,-999,17.65737762,0,0,0,0,0
2015,-999,15.0063675,0,0,0,0,0
2015,-999,16.82696161,0,0,0,0,0
2015,-999,16.5022971,0,0,0,0,0
2015,-999,16.53079575,0,0,0,0,0
2015,-999,16.67075655,0,0,0,0,0
2015,-999,17.14765468,0,0,0,0,0
2015,-999,15.20874423,0,0,0,0,0
2015,-999,17.6714758,0,0,0,0,0
2015,-999,16.74783314,0,0,0,0,0
2015,-999,17.48204603,0,0,0,0,0
2015,-999,16.49210605,0,0,0,0,0
2015,-999,17.26233892,0,0,0,0,0
2015,-999,17.77759088,0,0,0,0,0
2015,-999,16.91792835,0,0,0,0,0
2015,-999,15.8169761,0,0,0,0,0
2015,-999,16.90071164,0,0,0,0,0
2015,-999,15.60626045,0,0,0,0,0
2015,-999,16.54732974,0,0,0,0,0
2015,-999,15.90824815,0,0,0,0,0
2015,-999,16.87619246,0,0,0,0,0
2015,-999,16.19170643,0,0,0,0,0
2015,-999,16.29321898,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,16.74858999,0,0,0,0,0
2015,-999,16.23017692,0,0,0,0,0
2015,-999,16.70755669,0,0,0,0,0
2015,-999,15.892373,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,3,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,15,0,0,0,0,0
2015,-999,16,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,17,0,0,0,0,0
2015,-999,25,0,0,0,0,0
2015,-999,20,0,0,0,0,0
2015,-999,23,0,0,0,0,0
2015,-999,20.67928768,0,0,0,0,0
2015,-999,22.57310188,0,0,0,0,0
2015,-999,20.85892763,0,0,0,0,0
2015,-999,21.81214779,0,0,0,0,0
2015,-999,21.15419463,0,0,0,0,0
2015,-999,21.03879676,0,0,0,0,0
2015,-999,22.24426665,0,0,0,0,0
2015,-999,21.59794438,0,0,0,0,0
2015,-999,21.99551221,0,0,0,0,0
2015,-999,21.47391909,0,0,0,0,0
2015,-999,21.95652176,0,0,0,0,0
2015,-999,23.93020969,0,0,0,0,0
2015,-999,21.8678219,0,0,0,0,0
2015,-999,22.08697483,0,0,0,0,0
2015,-999,23.57102865,0,0,0,0,0
2015,-999,22.97975136,0,0,0,0,0
2015,-999,22.27308313,0,0,0,0,0
2015,-999,21.56833919,0,0,0,0,0
2015,-999,23.14303705,0,0,0,0,0
2015,-999,23.10574643,0,0,0,0,0
2015,-999,23.13458257,0,0,0,0,0
2015,-999,23.15539213,0,0,0,0,0
2015,-999,20.75961863,0,0,0,0,0
2015,-999,20.25030118,0,0,0,0,0
2015,-999,22.88137692,0,0,0,0,0
2015,-999,23.68366148,0,0,0,0,0
2015,-999,21.90162011,0,0,0,0,0
2015,-999,20.97075298,0,0,0,0,0
2015,-999,22.138995,0,0,0,0,0
2015,-999,21.08150331,0,0,0,0,0
2015,-999,24.03358572,0,0,0,0,0
2015,-999,22.00942762,0,0,0,0,0
2015,-999,21.53053102,0,0,0,0,0
2015,-999,22.19404024,0,0,0,0,0
2015,-999,21.13945748,0,0,0,0,0
2015,-999,23.52205168,0,0,0,0,0
2015,-999,23.28689416,0,0,0,0,0
2015,-999,21.48344684,0,0,0,0,0
2015,-999,22.81513098,0,0,0,0,0
2015,-999,21.41402041,0,0,0,0,0
2015,-999,21.71569472,0,0,0,0,0
2015,-999,23.89931789,0,0,0,0,0
2015,-999,21.69510161,0,0,0,0,0
2015,-999,23.58552169,0,0,0,0,0
2015,-999,21.96785959,0,0,0,0,0
2015,-999,21.81575153,0,0,0,0,0
2015,-999,21.78985116,0,0,0,0,0
2015,-999,22.40737476,0,0,0,0,0
2015,-999,23.39987066,0,0,0,0,0
2015,-999,23.53473382,0,0,0,0,0
2015,-999,22.78394839,0,0,0,0,0
2015,-999,21.23342355,0,0,0,0,0
2015,-999,21.79283703,0,0,0,0,0
2015,-999,21.48710996,0,0,0,0,0
2015,-999,21.47725738,0,0,0,0,0
2015,-999,21.2419309,0,0,0,0,0
2015,-999,21.81523762,0,0,0,0,0
2015,-999,22.79982441,0,0,0,0,0
2015,-999,23.57409499,0,0,0,0,0
2015,-999,22.20663112,0,0,0,0,0
2015,-999,23.53247764,0,0,0,0,0
2015,-999,22.63575539,0,0,0,0,0
2015,-999,23.64212354,0,0,0,0,0
2015,-999,22.16003695,0,0,0,0,0
2015,-999,23.39495185,0,0,0,0,0
2015,-999,22.20953841,0,0,0,0,0
2015,-999,21.97779882,0,0,0,0,0
2015,-999,21.41065149,0,0,0,0,0
2015,-999,20.4390921,0,0,0,0,0
2015,-999,23.42416864,0,0,0,0,0
2015,-999,22.64977857,0,0,0,0,0
2015,-999,24.82834092,0,0,0,0,0
2015,-999,22.63797031,0,0,0,0,0
2015,-999,21.90346748,0,0,0,0,0
2015,-999,22.49519483,0,0,0,0,0
2015,-999,22.08845191,0,0,0,0,0
2015,-999,22.03741341,0,0,0,0,0
